c_name,c_custkey,o_orderkey,o_orderdate,o_totalprice,sum_qty
Customer#000456290,456290,58000519,1996-01-17,480280.84,325.00
Customer#001379158,1379158,49474597,1992-03-06,478863.46,319.00
Customer#000048349,48349,40449575,1997-11-06,478747.38,303.00
Customer#000329326,329326,24518212,1993-08-26,477813.66,301.00
Customer#001299643,1299643,6517825,1993-06-19,476868.58,304.00
Customer#001424164,1424164,48395044,1994-06-03,476439.88,316.00
Customer#001344352,1344352,50172704,1996-05-26,475372.38,305.00
Customer#001168579,1168579,6222658,1994-03-08,471987.26,301.00
Customer#001298329,1298329,55342658,1992-05-22,471823.49,302.00
Customer#000747890,747890,28916832,1995-09-12,471697.98,301.00
Customer#000263809,263809,42378407,1998-06-29,471520.61,308.00
Customer#000156190,156190,3767271,1996-08-07,471132.45,318.00
Customer#000749185,749185,7611718,1992-05-01,470239.52,301.00
Customer#001146131,1146131,20662370,1992-07-22,466829.08,315.00
Customer#000366184,366184,4806726,1995-01-17,466287.90,328.00
Customer#001104343,1104343,33140323,1995-04-28,466050.21,304.00
Customer#000704119,704119,14392483,1995-08-05,465057.99,307.00
Customer#000380110,380110,53972800,1998-04-18,462982.18,309.00
Customer#001000984,1000984,51841767,1996-02-08,461999.35,312.00
Customer#000429640,429640,9816576,1997-06-06,458766.99,308.00
Customer#001376458,1376458,38488484,1992-06-24,457794.12,306.00
Customer#000914056,914056,40685988,1994-05-26,456549.70,302.00
Customer#000184621,184621,44800711,1994-03-19,452779.73,310.00
Customer#000188371,188371,6581665,1993-12-04,451228.69,303.00
Customer#000919747,919747,50839616,1992-10-22,450187.07,304.00
Customer#000596467,596467,48314274,1998-03-06,448717.34,305.00
Customer#001142860,1142860,48920836,1996-02-10,448706.93,307.00
Customer#000325798,325798,40705506,1992-11-21,446324.32,304.00
Customer#000722474,722474,22513536,1993-06-11,446307.69,302.00
Customer#000849808,849808,37707840,1992-09-22,444773.49,309.00
Customer#000683602,683602,39710883,1996-03-18,444221.79,304.00
Customer#000758503,758503,41325120,1997-05-02,443329.04,309.00
Customer#000403225,403225,56516384,1993-06-04,442468.04,301.00
Customer#001330606,1330606,49619845,1996-09-03,441542.29,302.00
Customer#000500566,500566,35383045,1997-12-11,441239.00,317.00
Customer#000920885,920885,49453025,1996-12-06,439900.81,301.00
Customer#000611278,611278,28800353,1998-07-15,439320.88,306.00
Customer#001092031,1092031,15373056,1996-11-07,439275.68,301.00
Customer#000672997,672997,39353991,1996-09-25,438225.55,303.00
Customer#000808804,808804,30864451,1998-05-22,438134.00,301.00
Customer#001046990,1046990,31105221,1994-08-21,437942.58,302.00
Customer#000500063,500063,2366755,1996-12-09,436460.49,302.00
Customer#001222606,1222606,55864096,1995-03-19,436305.22,304.00
Customer#000940826,940826,46226405,1998-04-05,435850.33,307.00
Customer#001160435,1160435,8754087,1996-01-21,434630.52,306.00
Customer#000118345,118345,12237830,1992-12-23,434500.50,305.00
Customer#001418227,1418227,2806245,1996-12-29,432977.38,310.00
Customer#000665323,665323,29158,1995-10-21,432562.76,305.00
Customer#000963001,963001,54840071,1993-12-28,430357.19,301.00
Customer#000582785,582785,18302693,1993-10-23,427568.70,309.00
Customer#001136593,1136593,47886951,1997-03-01,425564.27,307.00
Customer#000065491,65491,7549735,1994-06-30,424178.05,315.00
Customer#000102656,102656,55385158,1994-06-17,420658.12,305.00
Customer#000160727,160727,40462630,1997-02-16,418091.91,306.00
Customer#000333983,333983,11028230,1996-08-10,416286.20,302.00
Customer#000045353,45353,57137254,1994-08-31,413276.21,302.00
Customer#001048271,1048271,25859617,1992-05-31,413250.58,301.00
Customer#000029093,29093,46892804,1998-04-24,413192.29,303.00
Customer#000978250,978250,21973952,1997-07-20,410959.98,304.00
Customer#000383075,383075,31831749,1998-02-07,409922.35,310.00
Customer#001185599,1185599,54188961,1995-06-17,407873.05,317.00
Customer#000449353,449353,8433440,1997-04-18,403704.43,305.00
Customer#000495029,495029,43322471,1996-03-31,403578.93,302.00
Customer#000055201,55201,10906593,1996-03-16,385801.02,308.00
Customer#000963857,963857,16783360,1998-02-16,380130.13,308.00
