c_name,c_custkey,o_orderkey,o_orderdate,o_totalprice,sum_qty
Customer#000960277,960277,8319046,0000-00-00,510321.90,307.00
Customer#000024484,24484,41588929,0000-00-00,509719.48,303.00
Customer#001247930,1247930,59138305,0000-00-00,509372.97,321.00
Customer#001058674,1058674,30218567,0000-00-00,508704.15,303.00
Customer#000357649,357649,51184261,0000-00-00,508562.74,315.00
Customer#000015127,15127,34551296,0000-00-00,508442.04,312.00
Customer#001080199,1080199,37282215,0000-00-00,507778.23,312.00
Customer#000634264,634264,46678469,0000-00-00,507548.21,307.00
Customer#000488812,488812,33928775,0000-00-00,507547.09,302.00
Customer#000455380,455380,4527553,0000-00-00,507330.29,305.00
Customer#000609727,609727,10603495,0000-00-00,507129.55,307.00
Customer#001483156,1483156,52312869,0000-00-00,507065.74,308.00
Customer#000998485,998485,51532000,0000-00-00,506996.90,319.00
Customer#000350203,350203,28309383,0000-00-00,506745.51,301.00
Customer#000998174,998174,40753383,0000-00-00,506271.45,302.00
Customer#001179178,1179178,2869152,0000-00-00,505142.88,317.00
Customer#001374451,1374451,5489475,0000-00-00,505059.18,311.00
Customer#000295255,295255,14389831,0000-00-00,504817.43,301.00
Customer#000942725,942725,48881602,0000-00-00,504197.89,327.00
Customer#000212452,212452,23245603,0000-00-00,504070.63,321.00
Customer#000602488,602488,43980355,0000-00-00,503468.79,312.00
Customer#000266747,266747,41274690,0000-00-00,503260.49,317.00
Customer#000896006,896006,24923202,0000-00-00,503198.09,316.00
Customer#000514688,514688,15572326,0000-00-00,503145.69,309.00
Customer#001274600,1274600,30728833,0000-00-00,502908.12,306.00
Customer#000180970,180970,28378659,0000-00-00,502856.99,303.00
Customer#001235618,1235618,14891232,0000-00-00,502746.90,311.00
Customer#000391210,391210,26587169,0000-00-00,502318.70,306.00
Customer#001493087,1493087,38422560,0000-00-00,502119.94,305.00
Customer#001143101,1143101,52415075,0000-00-00,501221.45,312.00
Customer#000954800,954800,42359809,0000-00-00,500726.71,305.00
Customer#000018472,18472,22291718,0000-00-00,500694.69,306.00
Customer#001000024,1000024,59057792,0000-00-00,500422.55,314.00
Customer#000569749,569749,33002339,0000-00-00,499928.12,306.00
Customer#000117275,117275,8506019,0000-00-00,499719.70,306.00
Customer#000655072,655072,46777222,0000-00-00,499565.93,314.00
Customer#000647701,647701,14614786,0000-00-00,499464.65,306.00
Customer#000125987,125987,4259524,0000-00-00,498390.39,304.00
Customer#000138238,138238,43491654,0000-00-00,498276.78,308.00
Customer#000035656,35656,2329187,0000-00-00,497858.67,304.00
Customer#000518995,518995,15104033,0000-00-00,497743.61,308.00
Customer#001410662,1410662,33414662,0000-00-00,497540.55,310.00
Customer#001422388,1422388,51409728,0000-00-00,497139.69,306.00
Customer#000828802,828802,10678725,0000-00-00,497072.66,309.00
Customer#001291849,1291849,31192034,0000-00-00,497050.74,309.00
Customer#000607090,607090,34181762,0000-00-00,496418.69,309.00
Customer#000242576,242576,43438883,0000-00-00,496298.09,314.00
Customer#000689971,689971,11120293,0000-00-00,496190.55,311.00
Customer#000776071,776071,39154146,0000-00-00,496189.68,305.00
Customer#000027808,27808,32161635,0000-00-00,496173.99,309.00
Customer#000166589,166589,46685344,0000-00-00,496075.11,327.00
Customer#001265035,1265035,12845285,0000-00-00,495963.43,304.00
Customer#000385288,385288,51929955,0000-00-00,495841.65,304.00
Customer#000903416,903416,22789733,0000-00-00,494910.15,303.00
Customer#000961012,961012,5984582,0000-00-00,494315.92,312.00
Customer#000608233,608233,28092902,0000-00-00,494174.42,306.00
Customer#001000373,1000373,18200676,0000-00-00,494028.41,307.00
Customer#000414544,414544,33162084,0000-00-00,493935.58,304.00
Customer#000149107,149107,52357185,0000-00-00,493715.64,307.00
Customer#000895330,895330,21312615,0000-00-00,493501.75,303.00
