name,tag,value
UNITED STATES COMMODITY INDEX FUNDS TRUST,InvestmentOwnedBalanceContracts,6199.000000
UNITED STATES COMMODITY INDEX FUNDS TRUST,InvestmentOwnedBalanceContracts,6037.000000
UNITED STATES COMMODITY INDEX FUNDS TRUST,InvestmentOwnedBalanceContracts,5823.000000
OSPREY BITCOIN TRUST,InvestmentInBitcoinNumberOfBitcoin,2828.930000
OSPREY BITCOIN TRUST,InvestmentInBitcoinNumberOfBitcoin,2828.930000
OSPREY BITCOIN TRUST,InvestmentInBitcoinNumberOfBitcoin,2828.930000
OSPREY BITCOIN TRUST,InvestmentInBitcoinNumberOfBitcoin,2828.930000
"UNITED STATES BRENT OIL FUND, LP",InvestmentOwnedBalanceContracts,2664.000000
"UNITED STATES BRENT OIL FUND, LP",InvestmentOwnedBalanceContracts,2664.000000
"UNITED STATES BRENT OIL FUND, LP",InvestmentOwnedBalanceContracts,2472.000000
ERIE INDEMNITY CO,CommonStockConversionRatio,2400.000000
ERIE INDEMNITY CO,CommonStockConversionRatio,2400.000000
ERIE INDEMNITY CO,CommonStockConversionRatio,2400.000000
ERIE INDEMNITY CO,CommonStockConversionRatio,2400.000000
ERIE INDEMNITY CO,CommonStockConversionRatio,2400.000000
ERIE INDEMNITY CO,CommonStockConversionRatio,2400.000000
ERIE INDEMNITY CO,CommonStockConversionRatio,2400.000000
ERIE INDEMNITY CO,CommonStockConversionRatio,2400.000000
CION INVESTMENT CORP,InvestmentBasisSpreadVariableRate,1800.000000
CION INVESTMENT CORP,InvestmentBasisSpreadVariableRate,1800.000000
CION INVESTMENT CORP,InvestmentBasisSpreadVariableRate,1800.000000
CION INVESTMENT CORP,InvestmentBasisSpreadVariableRate,1800.000000
"UNITED STATES 12 MONTH OIL FUND, LP",InvestmentOwnedBalanceContracts,1547.000000
"UNITED STATES 12 MONTH OIL FUND, LP",InvestmentOwnedBalanceContracts,1445.000000
FS KKR CAPITAL CORP,InvestmentInterestRatePaidInKind,1025.000000
FS KKR CAPITAL CORP,InvestmentInterestRatePaidInKind,1025.000000
COOTEK(CAYMAN)INC.,EntityListingDepositoryReceiptRatio,650.000000
COOTEK(CAYMAN)INC.,EntityListingDepositoryReceiptRatio,650.000000
COOTEK(CAYMAN)INC.,EntityListingDepositoryReceiptRatio,650.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,425.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,425.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,425.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,425.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,425.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,425.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,415.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,415.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,415.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,415.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,415.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,415.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,355.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,355.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,355.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,355.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,355.000000
METAURUS EQUITY COMPONENT TRUST,InvestmentOwnedBalanceContract,355.000000
CONVEXITYSHARES TRUST,NumberOfContractsPurchased,164.000000
CONVEXITYSHARES TRUST,NumberOfContractsPurchased,164.000000
"CARLYLE SECURED LENDING, INC.",InvestmentOwnedFairValueMeasurementInput,100.000000
"CARLYLE SECURED LENDING, INC.",InvestmentOwnedFairValueMeasurementInput,100.000000
GRANITESHARES GOLD TRUST,NetAssetsPercentageOfNetAssets,100.000000
PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,NumberOfSharesRepresentedByOneDepositaryReceipt,100.000000
PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,NumberOfSharesRepresentedByOneDepositaryReceipt,100.000000
PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,NumberOfSharesRepresentedByOneDepositaryReceipt,100.000000
CONVEXITYSHARES TRUST,NumberOfContractsPurchased,63.000000
MONROE CAPITAL CORP,PercentageOfUnitsHeld,56.800000
"BAIN CAPITAL SPECIALTY FINANCE, INC.",InvestmentOwnedPercentOfNetAssets,23.724000
BAOSHENG MEDIA GROUP HOLDINGS LTD,StockholdersEquityNoteStockSplitConversionRatio1,20.000000
JOYY INC.,EntityListingDepositoryReceiptRatio,20.000000
JOYY INC.,EntityListingDepositoryReceiptRatio,20.000000
JOYY INC.,EntityListingDepositoryReceiptRatio,20.000000
JOYY INC.,EntityListingDepositoryReceiptRatio,20.000000
LATAMGROWTH SPAC,ConvertibleStockConversionRatios,20.000000
LATAMGROWTH SPAC,ConvertibleStockConversionRatios,20.000000
LATAMGROWTH SPAC,ConvertibleStockConversionRatios,20.000000
FS KKR CAPITAL CORP,InvestmentBasisSpreadVariableRate,18.300000
MONEYLION INC.,CommonStockExchangeRatio,16.407800
MONEYLION INC.,StockholdersEquityNoteStockSplitConversionRatio1,16.407800
MONEYLION INC.,StockholdersEquityNoteStockSplitConversionRatio1,16.407800
MONEYLION INC.,StockholdersEquityNoteStockSplitConversionRatio1,16.407800
