c_name,c_custkey,o_orderkey,o_orderdate,o_totalprice,sum_qty
Customer#001492525,1492525,54765253,1997-02-02,473216.37,304.00
Customer#001379510,1379510,24657539,1995-01-08,473004.00,299.00
Customer#001279897,1279897,58728320,1993-08-17,472916.47,296.00
Customer#000126200,126200,23861472,1997-10-30,472802.59,314.00
Customer#000336059,336059,45758661,1995-09-15,472650.37,299.00
Customer#000749695,749695,27531430,1996-11-22,472346.13,310.00
Customer#001075219,1075219,44143908,1992-02-24,472296.80,325.00
Customer#000579004,579004,1592801,1996-07-18,472187.24,294.00
Customer#000367486,367486,6292038,1997-11-12,471844.58,305.00
Customer#001308241,1308241,26977863,1997-06-22,471678.74,313.00
Customer#000396826,396826,34796704,1994-09-15,471404.39,295.00
Customer#000156190,156190,3767271,1996-08-07,471132.45,318.00
Customer#000034736,34736,19851237,1994-08-07,471058.66,306.00
Customer#001116649,1116649,14552290,1994-03-28,471000.66,296.00
Customer#000742603,742603,55958499,1996-05-18,470410.20,291.00
Customer#000087946,87946,10805828,1997-07-29,469150.80,316.00
Customer#001427755,1427755,50316801,1995-05-25,468746.96,300.00
Customer#000968263,968263,7086502,1992-04-10,468460.38,299.00
Customer#000098659,98659,30804899,1992-05-22,467955.51,287.00
Customer#000429758,429758,53395493,1996-09-24,467827.30,305.00
Customer#001209827,1209827,12314084,1994-05-16,467104.78,325.00
Customer#000544901,544901,56420322,1997-10-14,466634.09,294.00
