c_name,c_custkey,o_orderkey,o_orderdate,o_totalprice,sum_qty
Customer#000665395,665395,7810823,1998-01-05,447000.47,324.00
Customer#001466074,1466074,3342468,1994-06-12,444138.72,303.00
Customer#001163407,1163407,11141606,1997-09-28,442694.39,325.00
Customer#001446161,1446161,3043270,1997-02-12,440814.69,317.00
Customer#000101284,101284,5849444,1994-03-21,440683.38,309.00
Customer#000530272,530272,2662214,1993-08-13,439989.24,302.00
Customer#000725596,725596,9506693,1993-07-20,439314.69,314.00
Customer#000991919,991919,8574884,1992-07-04,438426.82,308.00
Customer#001170754,1170754,4290656,1997-02-05,437776.14,301.00
Customer#000501475,501475,9304229,1997-08-24,437403.31,309.00
Customer#000130711,130711,1481925,1998-03-15,436871.83,301.00
Customer#000463484,463484,13563296,1997-08-02,436788.28,301.00
Customer#000500063,500063,2366755,1996-12-09,436460.49,302.00
