c_name,c_custkey,o_orderkey,o_orderdate,o_totalprice,sum_qty
Customer#001168256,1168256,41277440,1997-02-19,454849.65,314.00
Customer#000919922,919922,33899427,1995-11-08,456025.64,308.00
Customer#000914056,914056,40685988,1994-05-26,456549.70,302.00
Customer#000411484,411484,8231942,1993-02-06,457185.12,302.00
Customer#000429640,429640,9816576,1997-06-06,458766.99,308.00
Customer#001282168,1282168,53066306,1996-04-07,461215.20,304.00
Customer#000854141,854141,35893095,1994-11-19,461251.37,305.00
Customer#001320809,1320809,40714112,1992-09-04,461430.51,308.00
Customer#000425899,425899,29109127,1994-02-02,462810.99,307.00
Customer#000151579,151579,47058404,1993-08-07,463447.48,308.00
Customer#000325301,325301,20315522,1998-02-24,468452.07,307.00
Customer#001131523,1131523,44883872,1992-12-07,468544.54,301.00
Customer#000321115,321115,27658564,1994-03-19,469379.24,303.00
Customer#000902996,902996,33836992,1998-05-14,469386.85,307.00
Customer#000181124,181124,8590657,1996-08-29,470155.41,303.00
Customer#000170809,170809,13971749,1996-05-07,471526.15,305.00
Customer#000749695,749695,27531430,1996-11-22,472346.13,310.00
Customer#000325199,325199,46147206,1995-08-30,474791.93,307.00
Customer#000008846,8846,39702437,1995-11-23,475436.36,321.00
Customer#000173500,173500,44890534,1996-01-26,475983.08,302.00
Customer#000308315,308315,18188388,1997-06-20,476739.11,303.00
Customer#001427809,1427809,22098118,1993-07-20,479568.38,302.00
Customer#000781337,781337,9727175,1995-03-18,480119.41,302.00
Customer#001350514,1350514,43245189,1994-11-29,480988.72,320.00
Customer#000778949,778949,40876003,1992-05-10,481422.24,314.00
Customer#000414613,414613,8639938,1996-08-30,483714.07,301.00
Customer#000509131,509131,43952871,1996-10-11,491413.92,301.00
Customer#001232266,1232266,47688132,1998-05-06,492421.01,302.00
Customer#000324296,324296,26465922,1996-11-04,493279.72,331.00
Customer#000435364,435364,44886083,1994-05-30,493374.78,306.00
Customer#001000373,1000373,18200676,1994-06-22,494028.41,307.00
Customer#000242576,242576,43438883,1992-11-27,496298.09,314.00
Customer#000138238,138238,43491654,1992-05-20,498276.78,308.00
Customer#000117275,117275,8506019,1992-12-16,499719.70,306.00
Customer#000266747,266747,41274690,1992-08-10,503260.49,317.00
Customer#000602488,602488,43980355,1994-09-22,503468.79,312.00
Customer#000998174,998174,40753383,1997-01-14,506271.45,302.00
Customer#000488812,488812,33928775,1995-10-13,507547.09,302.00
Customer#000960277,960277,8319046,1995-10-07,510321.90,307.00
Customer#001492924,1492924,18152960,1998-02-17,512954.28,305.00
Customer#000008782,8782,29294434,1993-01-05,518140.85,322.00
Customer#001130668,1130668,18869634,1995-01-10,525679.10,310.00
Customer#000555376,555376,22040514,1997-09-22,527114.86,308.00
Customer#001471966,1471966,1263015,1997-02-02,540476.80,320.00
Customer#000399481,399481,43906817,1995-04-06,549431.65,312.00
