nation,o_year,sum_profit
IRAN,1995,72610441785.9600
IRAN,1994,73190244968.8100
IRAN,1993,72452798401.0500
IRAN,1992,71699479030.3200
IRAQ,1998,42865700465.5100
IRAQ,1997,72027701986.5400
IRAQ,1996,73871658115.3900
IRAQ,1995,72344386845.9400
IRAQ,1994,72735382590.6900
IRAQ,1993,73334262329.1100
IRAQ,1992,73088541445.7900
JAPAN,1998,42176548510.1800
JAPAN,1997,72130888746.4900
JAPAN,1996,71485671861.8000
JAPAN,1995,71378393882.6800
JAPAN,1994,73492337519.9200
JAPAN,1993,73276755817.1800
JAPAN,1992,72864208417.0300
JORDAN,1998,41660700694.1300
JORDAN,1997,70713203418.3600
JORDAN,1996,69892012364.5500
JORDAN,1995,71221378699.9800
JORDAN,1994,71275168976.7900
JORDAN,1993,70859115073.9200
JORDAN,1992,71134735355.1300
KENYA,1998,42629684510.1500
KENYA,1997,73476685807.6500
KENYA,1996,73994866522.3800
KENYA,1995,72932251564.9600
KENYA,1994,72921657302.3000
KENYA,1993,73390811089.7900
KENYA,1992,73275336221.6100
MOROCCO,1998,41876763468.8000
MOROCCO,1997,71111642122.3400
MOROCCO,1996,71667526156.1500
MOROCCO,1995,72448618881.4300
MOROCCO,1994,70942359890.4600
MOROCCO,1993,71149667286.5000
MOROCCO,1992,71341818320.1100
MOZAMBIQUE,1998,41991520320.7100
MOZAMBIQUE,1997,70553254015.7800
MOZAMBIQUE,1996,70402626998.8400
MOZAMBIQUE,1995,69248068922.1500
MOZAMBIQUE,1994,70458581669.4700
MOZAMBIQUE,1993,69714899508.4800
MOZAMBIQUE,1992,69628437822.3800
PERU,1998,41285325594.8500
PERU,1997,71148986020.5200
PERU,1996,71861600694.4700
PERU,1995,71661623925.2700
PERU,1994,71883985256.5400
PERU,1993,71900943680.3100
PERU,1992,72014971318.6200
ROMANIA,1998,41619754701.6100
ROMANIA,1997,71553045699.7700
ROMANIA,1996,71198082216.1600
ROMANIA,1995,71441132111.1200
ROMANIA,1994,70005166694.3400
ROMANIA,1993,72149821697.4200
ROMANIA,1992,72446768654.9500
RUSSIA,1998,42195498460.5000
RUSSIA,1997,71778371697.3700
RUSSIA,1996,71405051254.1800
RUSSIA,1995,71228145623.7000
RUSSIA,1994,70506423029.1600
RUSSIA,1993,71020728191.5000
RUSSIA,1992,71845449563.3000
SAUDI ARABIA,1998,42629390987.3700
SAUDI ARABIA,1997,71939960544.6400
SAUDI ARABIA,1996,73371450317.1100
SAUDI ARABIA,1995,73003830584.8300
SAUDI ARABIA,1994,72489142971.8100
SAUDI ARABIA,1993,71938618103.2900
SAUDI ARABIA,1992,73763843429.2100
UNITED KINGDOM,1998,41877579984.5800
UNITED KINGDOM,1997,71478509187.3300
UNITED KINGDOM,1996,71731045077.0200
UNITED KINGDOM,1995,71801073780.5500
UNITED KINGDOM,1994,71665658875.5000
UNITED KINGDOM,1993,72080479706.6700
UNITED KINGDOM,1992,71362736770.2000
UNITED STATES,1998,41527697952.4600
UNITED STATES,1997,71379514082.7900
UNITED STATES,1996,71349146353.2600
UNITED STATES,1995,71788627202.7800
UNITED STATES,1994,72735562822.2900
UNITED STATES,1993,70346070201.4900
UNITED STATES,1992,71499286742.5200
VIETNAM,1998,41931906109.7700
VIETNAM,1997,72766989980.0300
VIETNAM,1996,71390712448.3700
VIETNAM,1995,72032757308.4100
VIETNAM,1994,73336132121.1700
VIETNAM,1993,71870214346.4500
VIETNAM,1992,71502243663.9000
