cntrycode,numcust,totacctbal
18,1,6951.15
18,1,5066.73
31,1,6808.05
23,1,6880.29
30,1,9135.93
17,1,6302.87
29,1,6827.97
23,1,5170.82
23,1,6024.69
13,1,5747.28
13,1,8859.21
30,1,5145.22
29,1,8823.97
30,1,9499.16
30,1,6068.76
31,1,6268.77
30,1,6434.27
30,1,9507.86
29,1,7405.29
18,1,7008.59
13,1,5696.27
29,1,6379.60
23,1,7074.40
17,1,7233.71
18,1,7173.01
13,1,9021.06
23,1,7323.91
17,1,9977.01
18,1,6292.99
31,1,5632.59
29,1,5222.83
30,1,6396.68
31,1,8471.85
13,1,6936.17
18,1,8800.39
30,1,5376.76
13,1,7946.11
31,1,6599.65
23,1,8424.89
17,1,8550.12
23,1,9051.45
31,1,5227.63
29,1,6475.77
13,1,8905.69
17,1,5673.37
30,1,8448.01
17,1,8267.70
17,1,8453.27
30,1,7878.70
29,1,9226.70
23,1,6985.77
31,1,6630.69
23,1,9626.35
17,1,9358.50
18,1,6668.04
17,1,9589.90
13,1,8811.54
17,1,9307.63
29,1,5883.21
23,1,6676.24
17,1,7665.47
18,1,7828.05
31,1,9049.81
17,1,5688.97
18,1,6822.74
23,1,9765.24
31,1,8178.82
30,1,6252.94
29,1,5624.75
23,1,6396.97
13,1,7012.46
13,1,5002.76
31,1,8545.12
18,1,5878.95
17,1,6302.82
17,1,5147.89
23,1,8638.69
29,1,5810.11
23,1,9936.97
13,1,7930.59
31,1,6402.48
17,1,5331.06
18,1,9240.63
18,1,5365.73
30,1,9397.98
18,1,5465.28
29,1,9583.62
18,1,5301.98
30,1,7894.33
18,1,9984.37
17,1,6391.35
18,1,9066.57
31,1,8676.27
23,1,7583.07
30,1,5349.19
29,1,9853.01
29,1,9425.21
31,1,6548.83
18,1,6387.12
18,1,9514.85
23,1,9815.03
13,1,9200.69
18,1,9887.13
18,1,6971.68
23,1,6653.17
17,1,9971.50
17,1,5888.72
30,1,8347.65
17,1,9690.18
31,1,9217.31
23,1,8446.92
13,1,8365.40
13,1,6564.11
30,1,9309.83
30,1,8203.11
30,1,9526.94
23,1,6385.75
18,1,6775.83
18,1,9343.42
13,1,8277.40
30,1,8330.40
30,1,8650.75
31,1,6923.15
29,1,8433.20
29,1,8513.41
23,1,6814.61
13,1,9563.67
17,1,7197.10
17,1,7346.88
29,1,9077.24
31,1,9295.79
29,1,9951.53
18,1,6840.45
31,1,7134.11
31,1,8593.58
17,1,5850.07
30,1,6162.01
23,1,6761.96
13,1,5090.20
18,1,5852.43
23,1,5269.15
17,1,5789.45
23,1,9077.11
31,1,5667.73
17,1,9392.14
23,1,8051.37
13,1,5970.51
18,1,6195.82
17,1,8127.58
31,1,6312.50
30,1,8524.19
29,1,8217.84
29,1,8593.46
13,1,6671.40
31,1,5751.69
29,1,5080.67
17,1,6746.93
31,1,8854.65
13,1,5704.12
13,1,7265.06
31,1,6344.59
18,1,6182.17
31,1,7597.08
29,1,5935.07
29,1,9498.88
18,1,5040.03
13,1,9311.06
13,1,7485.37
18,1,8762.35
18,1,5008.90
23,1,9438.57
13,1,8044.41
18,1,5189.35
17,1,8297.19
30,1,5139.93
18,1,6812.05
23,1,5060.50
23,1,5502.92
13,1,8108.62
30,1,7607.53
13,1,7594.61
18,1,6582.32
13,1,5613.36
23,1,5136.12
30,1,5460.88
30,1,8587.65
17,1,7503.98
18,1,8695.96
23,1,7577.39
13,1,8144.52
29,1,5726.23
17,1,8635.04
31,1,8270.34
13,1,9165.10
17,1,5170.75
29,1,6383.40
31,1,5040.82
23,1,5682.86
23,1,5610.32
23,1,7839.73
18,1,6907.98
17,1,5316.21
29,1,9448.72
13,1,8158.35
30,1,7309.81
29,1,4999.19
30,1,8492.13
29,1,8118.93
18,1,7804.33
13,1,8762.12
30,1,7270.93
31,1,7706.22
13,1,5027.89
18,1,6822.72
31,1,7955.68
17,1,6963.63
29,1,5848.30
17,1,5153.10
17,1,9265.19
23,1,7691.84
23,1,9284.14
17,1,7680.14
18,1,8158.40
31,1,6237.62
18,1,8605.75
23,1,7768.76
23,1,9094.54
31,1,9765.21
18,1,6779.73
18,1,9399.12
29,1,9392.64
13,1,5186.96
13,1,8969.01
18,1,8209.89
23,1,6020.86
23,1,7267.65
23,1,6090.32
13,1,5234.75
18,1,6339.23
30,1,7948.50
23,1,9596.07
13,1,7781.77
18,1,7056.64
30,1,7034.22
18,1,7065.05
31,1,5673.57
18,1,7477.61
23,1,9907.83
31,1,7948.25
13,1,5275.27
29,1,6516.45
29,1,6124.79
29,1,7229.10
29,1,9192.03
18,1,8739.96
18,1,5465.84
30,1,6602.40
17,1,6921.05
30,1,6436.38
31,1,8098.68
31,1,7213.97
23,1,6753.42
13,1,9629.96
18,1,9278.11
23,1,7633.25
17,1,9424.65
31,1,7580.96
23,1,7237.30
29,1,9904.49
17,1,5802.33
29,1,8673.53
23,1,8412.48
23,1,9854.36
17,1,5382.28
31,1,9775.41
30,1,8868.97
30,1,6855.55
30,1,5352.42
18,1,9550.99
23,1,5769.20
17,1,7755.13
23,1,6572.96
13,1,6762.59
29,1,6174.48
31,1,7965.42
17,1,8593.82
23,1,7871.66
17,1,6490.89
30,1,7952.39
23,1,6991.96
31,1,5973.82
23,1,6453.51
31,1,8668.13
30,1,5956.73
30,1,7604.49
17,1,5467.74
30,1,7102.17
13,1,8536.47
30,1,7722.94
31,1,7124.58
31,1,6626.73
30,1,9247.47
13,1,9225.98
13,1,9710.99
18,1,7740.68
31,1,9574.92
30,1,5865.53
13,1,5596.42
17,1,6949.23
23,1,9691.12
17,1,9283.96
17,1,6002.60
23,1,5495.86
18,1,7216.50
18,1,7476.83
30,1,6137.74
17,1,6997.77
13,1,7467.72
29,1,5380.29
30,1,6937.67
23,1,8314.19
23,1,5124.32
31,1,5771.44
17,1,6690.75
17,1,5904.77
17,1,7314.86
17,1,8452.28
17,1,9215.86
18,1,5472.28
29,1,7130.57
18,1,6744.50
13,1,5522.62
18,1,6471.74
23,1,5433.90
31,1,7203.15
29,1,5365.01
18,1,9720.18
30,1,7248.84
13,1,9592.73
13,1,6011.13
30,1,7643.47
17,1,7802.33
13,1,6404.62
29,1,7286.79
29,1,8093.27
23,1,6537.62
23,1,9199.38
23,1,7261.15
29,1,6097.33
13,1,6307.70
13,1,5242.02
17,1,6275.80
17,1,8431.85
13,1,9786.76
29,1,9458.71
13,1,7467.45
13,1,6970.26
18,1,7768.78
13,1,8731.05
23,1,9298.17
29,1,8849.68
31,1,9203.24
31,1,8439.63
17,1,7284.46
29,1,5059.85
17,1,7728.30
13,1,6923.47
23,1,9271.98
23,1,7021.54
13,1,7877.48
17,1,9712.15
29,1,6744.52
30,1,7869.09
17,1,8135.31
13,1,8457.80
13,1,7806.11
18,1,8367.02
23,1,8254.21
17,1,8872.66
13,1,8050.82
31,1,7252.07
29,1,5402.95
29,1,7215.63
18,1,9918.63
30,1,8038.09
31,1,5593.25
31,1,6784.03
18,1,9873.38
23,1,7052.18
31,1,9458.65
13,1,7833.18
23,1,7928.96
13,1,8010.86
30,1,7123.50
17,1,8523.10
31,1,7246.13
17,1,7171.08
29,1,9453.17
18,1,8356.80
13,1,6315.21
13,1,9064.32
18,1,5732.26
31,1,6108.72
29,1,7491.28
31,1,6482.93
18,1,7065.69
13,1,8706.58
18,1,7761.06
31,1,8453.42
31,1,6789.40
18,1,6775.69
31,1,9670.25
29,1,8810.42
17,1,5274.37
13,1,7197.61
30,1,6191.07
13,1,8136.67
18,1,6452.80
29,1,7388.46
13,1,7269.71
31,1,5091.33
23,1,9789.00
31,1,8339.05
29,1,5252.79
30,1,8756.69
29,1,7296.03
17,1,9701.00
31,1,7515.13
17,1,9516.58
18,1,8425.64
13,1,8394.14
29,1,8283.32
13,1,9523.40
29,1,6837.91
29,1,8968.55
31,1,5991.66
18,1,8145.77
23,1,9797.04
29,1,7272.01
13,1,8155.11
23,1,5104.78
23,1,6307.72
17,1,9608.09
18,1,9764.04
13,1,6795.80
17,1,8868.02
30,1,8240.51
31,1,5488.68
18,1,7006.52
13,1,8243.03
30,1,9556.44
18,1,5320.37
29,1,5826.19
31,1,8610.64
17,1,8154.61
13,1,8133.42
23,1,8435.77
23,1,8538.51
31,1,9363.47
29,1,5493.01
30,1,5211.83
17,1,5117.77
18,1,9666.09
31,1,5717.25
13,1,6570.40
17,1,7876.74
23,1,9732.85
13,1,6687.96
18,1,5787.04
31,1,5446.66
23,1,7637.32
17,1,8172.72
18,1,7792.73
13,1,6929.98
29,1,9325.57
29,1,7713.60
30,1,5186.32
18,1,8348.41
23,1,6844.75
30,1,7154.15
23,1,8758.81
23,1,7706.95
31,1,7778.37
31,1,8291.09
29,1,8681.58
31,1,6341.70
29,1,6873.74
30,1,6774.06
18,1,6005.36
30,1,8647.29
30,1,7630.72
23,1,5090.10
13,1,9054.14
30,1,5845.41
18,1,7385.07
23,1,5074.86
29,1,9304.39
17,1,9950.71
17,1,5532.71
18,1,5210.85
18,1,8895.91
13,1,8563.79
30,1,5100.44
13,1,7239.21
13,1,6452.69
18,1,6328.45
29,1,8732.26
29,1,8757.80
13,1,6779.94
17,1,9098.64
17,1,6387.58
31,1,5083.41
18,1,7855.81
13,1,7284.53
13,1,9429.44
17,1,7030.88
18,1,9958.15
17,1,7761.10
13,1,6047.87
30,1,9038.41
18,1,6064.46
23,1,7926.04
13,1,9723.86
31,1,7222.05
17,1,8387.12
18,1,5374.14
17,1,7996.22
29,1,8093.14
23,1,9090.36
17,1,6020.09
18,1,8357.05
31,1,9677.83
13,1,8936.29
31,1,7989.34
30,1,5032.63
23,1,7231.65
23,1,9202.12
23,1,5838.55
30,1,7022.87
30,1,7595.10
13,1,8410.28
31,1,9719.38
29,1,7932.19
18,1,5331.64
30,1,5518.92
17,1,9315.83
23,1,9911.53
30,1,7325.76
30,1,9659.00
17,1,8023.60
23,1,5470.23
31,1,8754.25
31,1,6074.23
13,1,5765.36
17,1,4998.68
29,1,9099.93
29,1,6348.63
23,1,5779.67
17,1,8369.09
17,1,6899.19
17,1,6637.17
13,1,8947.45
31,1,9305.05
13,1,6283.18
13,1,7012.15
30,1,6750.17
17,1,6290.62
18,1,5994.17
29,1,9845.51
17,1,9086.52
13,1,9507.75
13,1,9054.68
30,1,8972.81
30,1,8930.24
30,1,8984.77
31,1,8579.15
29,1,7579.27
31,1,6191.23
29,1,8857.19
17,1,5323.95
18,1,7557.23
29,1,5875.98
29,1,5812.55
30,1,7632.64
31,1,6641.64
18,1,8627.53
29,1,6231.57
23,1,5440.70
18,1,7507.72
29,1,8615.81
13,1,7029.08
30,1,7070.78
30,1,9171.22
29,1,7783.31
23,1,8367.89
13,1,9551.54
30,1,6745.54
17,1,6956.79
29,1,8452.29
29,1,8801.75
31,1,5722.52
17,1,6935.86
23,1,6972.15
13,1,5266.03
23,1,7453.44
18,1,8470.79
17,1,5212.79
29,1,9240.46
17,1,5459.03
23,1,9759.10
29,1,6046.62
17,1,9355.83
18,1,5501.26
31,1,6425.39
13,1,7294.17
13,1,6426.43
30,1,7825.58
30,1,8300.88
29,1,6762.81
18,1,8274.59
23,1,7664.70
23,1,9619.99
29,1,9708.83
31,1,6905.62
13,1,5962.74
13,1,8140.30
30,1,7532.65
23,1,9415.75
31,1,7141.45
30,1,6765.80
17,1,9166.63
29,1,8272.25
31,1,8478.59
31,1,8720.07
29,1,8669.15
23,1,5914.07
31,1,8010.20
13,1,7193.16
23,1,9029.18
18,1,6938.13
23,1,6055.95
31,1,6109.05
29,1,6446.56
31,1,7780.47
30,1,5547.16
29,1,9613.07
17,1,7139.30
23,1,9793.34
30,1,5565.11
18,1,7788.52
31,1,5744.16
29,1,5053.10
18,1,8113.43
30,1,7826.08
23,1,6835.81
18,1,7770.56
29,1,7607.73
18,1,8635.29
29,1,9083.88
17,1,6742.33
30,1,6503.90
13,1,9442.60
13,1,9753.42
30,1,7017.68
18,1,8243.24
30,1,9674.84
29,1,7946.79
23,1,8474.22
29,1,8791.26
17,1,7024.06
30,1,9783.18
29,1,9917.73
30,1,9671.49
18,1,5476.04
29,1,7549.02
18,1,7111.94
31,1,6078.13
13,1,5725.32
23,1,9611.56
31,1,8646.23
18,1,7372.71
29,1,5360.22
29,1,7465.52
17,1,7615.15
17,1,8761.20
17,1,8150.64
30,1,8349.29
17,1,9810.61
23,1,8698.64
29,1,7554.42
29,1,9032.12
17,1,9892.22
29,1,5140.21
31,1,8449.00
30,1,5509.29
29,1,7311.42
23,1,5094.93
29,1,5721.25
17,1,7931.96
13,1,8128.80
23,1,8812.12
17,1,5003.71
13,1,6226.28
13,1,5749.42
31,1,7172.57
30,1,5981.33
29,1,7449.34
13,1,6958.50
23,1,6282.39
31,1,6816.65
30,1,8560.44
31,1,5189.84
29,1,8600.26
18,1,5602.87
18,1,5463.28
13,1,7972.80
23,1,5089.60
30,1,9520.21
18,1,6149.13
30,1,8046.53
23,1,5224.89
13,1,7678.65
13,1,7725.49
17,1,7124.79
13,1,6850.00
29,1,8544.25
29,1,7033.74
29,1,8313.93
23,1,6767.13
23,1,5735.05
30,1,7201.45
31,1,6636.42
18,1,9214.91
31,1,5059.65
31,1,9180.85
17,1,7687.17
13,1,7804.94
29,1,7791.09
18,1,7434.87
17,1,7185.98
18,1,6569.58
23,1,9061.39
18,1,6007.61
31,1,5507.59
13,1,5966.92
29,1,9318.25
31,1,9066.77
13,1,7332.25
13,1,7751.03
13,1,6913.95
23,1,8782.51
17,1,7262.79
29,1,7661.31
30,1,9634.92
29,1,7806.52
23,1,8166.59
18,1,9496.36
13,1,5673.00
31,1,5101.33
18,1,9454.36
13,1,6266.93
31,1,5268.32
23,1,6025.74
18,1,5643.58
13,1,9840.97
30,1,6824.60
17,1,6978.82
17,1,7369.14
23,1,9445.31
17,1,9199.20
18,1,7979.99
18,1,6830.93
18,1,7606.72
23,1,5180.34
23,1,6627.76
31,1,5700.43
30,1,5602.58
23,1,6593.67
29,1,7224.56
18,1,9842.53
23,1,8927.59
29,1,9838.06
17,1,9003.32
30,1,8855.14
23,1,8273.52
30,1,9757.27
30,1,6127.13
30,1,7006.77
23,1,6370.26
30,1,5711.99
17,1,7427.40
31,1,7120.79
13,1,6021.34
18,1,9742.86
18,1,9305.38
30,1,8336.05
13,1,9752.05
17,1,6583.16
17,1,8827.78
18,1,6789.02
13,1,8605.15
31,1,5955.78
31,1,8971.06
18,1,7394.04
17,1,6842.30
31,1,5698.14
17,1,8941.84
31,1,8131.48
31,1,5744.88
18,1,8516.57
29,1,6371.06
17,1,7812.09
31,1,6403.91
30,1,8600.13
30,1,7595.41
17,1,5914.71
18,1,5091.30
18,1,9125.43
29,1,8556.64
23,1,8519.34
31,1,8665.21
29,1,9628.22
30,1,9013.38
18,1,8551.92
30,1,7807.22
31,1,6783.99
18,1,9837.87
23,1,5156.27
31,1,8252.59
17,1,5214.42
29,1,5825.20
30,1,6130.16
29,1,7372.15
23,1,7633.87
18,1,9495.01
18,1,7763.77
17,1,9141.83
30,1,9524.74
13,1,5797.83
13,1,7449.41
30,1,5561.98
18,1,9348.27
31,1,6997.26
30,1,7583.71
30,1,9144.81
29,1,6239.63
30,1,9037.31
13,1,7534.32
23,1,8356.64
30,1,6259.80
13,1,9616.02
23,1,9181.12
17,1,7352.09
13,1,8841.45
13,1,8750.15
30,1,5827.60
30,1,5085.88
29,1,7529.36
31,1,6073.82
29,1,8272.89
30,1,6748.13
30,1,6002.83
31,1,8594.35
31,1,9187.51
31,1,6453.61
17,1,6076.94
23,1,9615.82
31,1,5893.23
29,1,8530.65
13,1,7585.86
13,1,9875.50
18,1,8943.85
13,1,9086.71
18,1,9887.04
31,1,8759.71
29,1,6178.43
29,1,5494.96
17,1,5867.92
13,1,8926.26
18,1,8650.45
30,1,9978.34
29,1,5271.81
13,1,7733.81
30,1,9080.89
18,1,8221.26
29,1,5756.23
30,1,7361.78
13,1,8164.88
17,1,6646.80
17,1,7826.08
17,1,9118.81
17,1,5918.62
17,1,9712.97
18,1,7012.64
30,1,6201.72
29,1,7849.21
17,1,9785.84
29,1,9057.06
31,1,6532.30
30,1,6198.51
17,1,7691.01
13,1,7901.47
31,1,8278.78
23,1,6830.83
23,1,9470.31
29,1,7250.79
30,1,5555.91
18,1,6344.11
29,1,8917.85
29,1,8868.25
18,1,7809.70
31,1,8600.53
17,1,6317.23
31,1,7538.11
13,1,9902.28
23,1,5001.96
18,1,5785.23
13,1,6957.10
29,1,7446.00
18,1,7318.27
13,1,9734.77
29,1,9512.23
30,1,6204.31
13,1,8657.27
29,1,9998.35
13,1,7332.37
23,1,8261.13
13,1,9823.50
23,1,8034.54
31,1,7740.20
23,1,5687.24
29,1,7893.10
29,1,5941.00
13,1,9647.61
29,1,6983.22
30,1,5701.27
18,1,5320.58
17,1,9619.08
30,1,6255.62
23,1,9608.91
29,1,7783.98
31,1,5176.40
31,1,5231.91
29,1,8124.30
29,1,8679.82
13,1,9174.34
17,1,5823.32
31,1,5971.22
29,1,8034.67
29,1,9297.42
29,1,9380.07
29,1,9544.51
30,1,8396.54
18,1,6558.27
31,1,7492.84
30,1,5082.97
29,1,9207.95
31,1,9084.05
31,1,7337.56
13,1,8201.41
17,1,5065.12
31,1,8396.85
30,1,7721.02
31,1,6772.73
23,1,7899.75
18,1,7556.36
23,1,5361.64
17,1,6978.64
31,1,9159.21
30,1,8978.52
30,1,7576.94
30,1,8968.25
31,1,5995.41
31,1,6047.86
13,1,6797.00
29,1,8999.85
18,1,7838.39
23,1,8450.35
17,1,9271.35
31,1,8336.63
13,1,6634.96
17,1,8138.29
23,1,8289.67
13,1,5720.72
23,1,7082.20
23,1,7257.20
18,1,7601.14
18,1,6143.71
23,1,9093.98
29,1,7147.68
29,1,9373.51
17,1,6499.06
31,1,8595.87
29,1,8743.23
13,1,9995.15
23,1,7376.49
29,1,8835.26
13,1,7836.86
29,1,7397.23
31,1,5683.66
31,1,9494.21
17,1,9125.22
18,1,6366.22
17,1,6974.50
13,1,6738.07
17,1,5565.06
30,1,8545.34
18,1,8523.64
31,1,8004.46
23,1,9039.90
18,1,8053.59
18,1,7461.58
29,1,8230.69
18,1,9500.52
17,1,6814.14
31,1,8478.00
29,1,8246.74
17,1,8531.36
13,1,7490.69
23,1,7157.25
18,1,6036.06
30,1,6362.49
31,1,8254.22
23,1,6668.71
29,1,7212.76
18,1,9239.93
17,1,7774.55
17,1,6248.08
23,1,7413.78
23,1,7566.43
18,1,8855.61
30,1,6603.32
13,1,5016.52
30,1,6830.79
30,1,6046.37
30,1,6475.52
18,1,8327.70
31,1,5972.68
30,1,7171.50
13,1,6548.34
18,1,8937.07
23,1,6912.37
30,1,5958.45
18,1,9538.95
17,1,8141.40
18,1,9714.23
13,1,8263.66
23,1,6398.28
31,1,8438.77
13,1,6809.34
17,1,6526.98
29,1,6638.80
31,1,5097.49
17,1,6349.29
17,1,8355.21
31,1,6409.12
23,1,5426.70
23,1,9109.37
17,1,5266.72
18,1,9870.26
29,1,7871.65
23,1,8745.93
17,1,6543.94
30,1,8751.38
17,1,7759.80
31,1,8182.27
31,1,5028.89
18,1,8175.27
13,1,8999.33
30,1,6896.48
23,1,8638.67
29,1,7009.37
31,1,6577.27
18,1,5559.61
13,1,9758.24
31,1,6480.98
13,1,6047.70
17,1,8093.83
23,1,5153.11
18,1,8778.46
18,1,7915.80
30,1,8007.58
23,1,8630.58
23,1,5083.88
30,1,8678.89
18,1,7427.24
18,1,7166.23
18,1,5442.53
23,1,9019.71
30,1,9733.43
29,1,7064.17
23,1,7063.85
18,1,7786.39
13,1,7698.62
18,1,5702.35
18,1,7267.06
30,1,7998.52
30,1,6904.49
31,1,5787.79
13,1,8252.88
30,1,6049.65
13,1,9789.50
31,1,5241.55
23,1,5109.74
23,1,8242.69
13,1,9027.69
29,1,6290.52
30,1,7166.91
18,1,7035.80
23,1,8836.40
29,1,7376.71
17,1,7754.78
29,1,5863.35
29,1,6897.03
17,1,7075.21
29,1,5505.71
29,1,6560.62
17,1,8987.07
31,1,5143.21
29,1,7493.46
18,1,8512.80
29,1,8339.39
18,1,7474.13
29,1,7898.13
23,1,9403.19
31,1,8121.44
29,1,7144.29
30,1,9128.44
23,1,9194.15
29,1,8903.15
31,1,6766.86
23,1,6313.25
30,1,7091.55
13,1,8763.03
18,1,9540.98
30,1,6895.88
23,1,6084.28
17,1,6344.57
30,1,6933.61
31,1,8035.53
17,1,6515.62
13,1,8271.05
17,1,9706.75
17,1,7063.06
17,1,6919.16
18,1,9423.06
23,1,5125.08
30,1,8444.10
23,1,5440.77
18,1,7217.43
31,1,7720.34
29,1,9389.16
31,1,6853.58
23,1,9555.90
13,1,9838.07
31,1,9160.42
13,1,7656.14
30,1,9599.66
23,1,8986.03
31,1,8739.85
18,1,8111.91
29,1,7143.18
17,1,6266.39
31,1,8369.14
23,1,8637.81
23,1,9366.56
18,1,5040.47
18,1,6301.17
13,1,6445.64
13,1,8275.35
23,1,8124.83
30,1,7875.54
31,1,7742.61
13,1,7852.36
30,1,6499.44
31,1,6554.70
29,1,9172.64
23,1,6975.07
13,1,7562.96
29,1,9766.55
29,1,6341.84
30,1,6000.86
31,1,9214.56
30,1,9932.18
18,1,6913.88
13,1,5416.07
29,1,7921.02
13,1,5234.26
30,1,8662.46
31,1,5579.82
30,1,7027.01
30,1,8470.22
23,1,8496.40
18,1,7088.19
13,1,6299.21
18,1,9908.08
18,1,8653.51
23,1,8895.08
31,1,7862.61
31,1,7652.59
13,1,6828.07
18,1,8249.93
29,1,7337.64
17,1,8391.19
30,1,9549.47
29,1,9816.42
13,1,6887.93
13,1,7118.80
31,1,7629.38
18,1,7860.65
23,1,6620.45
31,1,7419.46
31,1,5112.53
29,1,5939.62
18,1,7619.15
31,1,5184.83
31,1,9047.76
13,1,6200.84
13,1,6588.23
30,1,8993.47
17,1,8548.36
23,1,9947.60
30,1,6375.54
23,1,5638.48
29,1,5190.50
31,1,8569.87
13,1,6478.17
18,1,7972.50
17,1,5914.31
17,1,8805.93
29,1,7519.28
23,1,9200.15
23,1,7856.57
31,1,5977.73
31,1,6125.35
13,1,6790.99
13,1,6794.88
17,1,7367.85
18,1,6972.91
17,1,5084.21
31,1,6376.18
23,1,7097.76
30,1,5346.50
23,1,9479.79
13,1,7628.42
18,1,9253.87
13,1,5217.76
30,1,9829.11
17,1,7386.80
18,1,6412.70
17,1,8153.29
18,1,8955.71
18,1,5740.69
18,1,9160.88
30,1,8191.90
23,1,8172.18
23,1,6908.97
18,1,7331.10
17,1,7701.30
18,1,7046.44
23,1,6769.51
13,1,9565.65
23,1,8673.86
29,1,9794.27
18,1,6170.18
13,1,6660.63
18,1,6431.10
17,1,8788.08
17,1,5612.81
18,1,5476.50
31,1,7574.12
29,1,6631.92
18,1,8097.18
13,1,7179.62
17,1,9621.13
29,1,9295.05
23,1,6027.63
17,1,8307.75
23,1,6395.07
17,1,8327.36
29,1,6565.37
31,1,5451.20
30,1,8170.63
30,1,8456.38
18,1,6126.00
23,1,5406.20
23,1,9178.45
29,1,8244.50
30,1,8811.49
13,1,9122.75
23,1,7328.63
23,1,6313.11
13,1,5408.40
13,1,8231.66
13,1,5456.05
29,1,5659.92
29,1,9649.43
30,1,7106.48
13,1,6509.16
23,1,7571.65
31,1,8344.08
18,1,7516.08
31,1,5649.54
13,1,5130.44
30,1,7075.61
23,1,8575.79
23,1,6398.55
18,1,7791.04
18,1,5145.50
17,1,5809.17
23,1,6030.29
17,1,6229.26
31,1,7429.68
29,1,5384.64
30,1,6509.07
18,1,7926.44
17,1,8808.31
29,1,7359.11
17,1,7448.10
30,1,6893.95
18,1,9970.73
29,1,6726.12
23,1,5401.75
30,1,5038.93
31,1,9661.68
13,1,8077.55
29,1,7164.37
23,1,9466.35
17,1,9941.99
17,1,9089.49
13,1,6833.08
29,1,8363.35
17,1,8150.37
30,1,7397.03
23,1,5585.83
30,1,8516.29
18,1,5894.19
30,1,7807.98
29,1,9918.73
23,1,6424.20
31,1,7272.17
18,1,5240.09
23,1,8748.19
30,1,9117.18
30,1,7963.60
13,1,6299.12
17,1,6494.66
30,1,5170.84
13,1,7887.76
13,1,7449.21
18,1,5099.54
29,1,8013.81
13,1,5548.44
18,1,7520.15
30,1,8989.63
13,1,8837.04
23,1,9529.97
18,1,5951.10
30,1,8401.88
29,1,7091.81
30,1,6591.70
17,1,8834.60
18,1,9074.11
13,1,5926.84
13,1,5031.19
31,1,9433.62
23,1,8874.65
30,1,7732.76
23,1,7051.08
23,1,7359.70
23,1,9123.80
18,1,8100.17
23,1,6381.17
29,1,7542.31
29,1,9193.39
30,1,7947.15
17,1,7848.51
30,1,9829.48
17,1,8532.87
31,1,5235.29
18,1,9019.66
23,1,6468.10
18,1,6068.36
30,1,9467.47
29,1,6088.78
18,1,6242.97
23,1,7528.96
31,1,9578.56
30,1,8124.87
23,1,6771.07
29,1,6917.33
13,1,8440.09
29,1,5234.74
29,1,6932.68
29,1,5043.70
13,1,6109.39
31,1,6657.47
17,1,5731.12
30,1,8914.39
31,1,8426.81
13,1,6792.03
18,1,5123.57
13,1,7641.67
30,1,7218.57
13,1,5800.54
13,1,7410.80
