nation,o_year,sum_profit
IRAN,1997,712345149.9400
IRAN,1996,718679119.4471
IRAN,1995,726104417.8596
IRAN,1994,731902449.6881
IRAN,1993,724527984.0105
IRAN,1992,716994790.3032
IRAQ,1998,428657004.6551
IRAQ,1997,720277019.8654
IRAQ,1996,738716581.1539
IRAQ,1995,723443868.4594
IRAQ,1994,727353825.9069
IRAQ,1993,733342623.2911
IRAQ,1992,730885414.4579
JAPAN,1998,421765485.1018
JAPAN,1997,721308887.4649
JAPAN,1996,714856718.6180
JAPAN,1995,713783938.8268
JAPAN,1994,734923375.1992
JAPAN,1993,732767558.1718
JAPAN,1992,728642084.1703
JORDAN,1998,416607006.9413
JORDAN,1997,707132034.1836
JORDAN,1996,698920123.6455
JORDAN,1995,712213786.9998
JORDAN,1994,712751689.7679
JORDAN,1993,708591150.7392
JORDAN,1992,711347353.5513
KENYA,1998,426296845.1015
KENYA,1997,734766858.0765
KENYA,1996,739948665.2238
KENYA,1995,729322515.6496
KENYA,1994,729216573.0230
KENYA,1993,733908110.8979
KENYA,1992,732753362.2161
MOROCCO,1998,418767634.6880
MOROCCO,1997,711116421.2234
MOROCCO,1996,716675261.5615
MOROCCO,1995,724486188.8143
MOROCCO,1994,709423598.9046
MOROCCO,1993,711496672.8650
MOROCCO,1992,713418183.2011
MOZAMBIQUE,1998,419915203.2071
MOZAMBIQUE,1997,705532540.1578
MOZAMBIQUE,1996,704026269.9884
MOZAMBIQUE,1995,692480689.2215
MOZAMBIQUE,1994,704585816.6947
MOZAMBIQUE,1993,697148995.0848
MOZAMBIQUE,1992,696284378.2238
PERU,1998,412853255.9485
PERU,1997,711489860.2052
PERU,1996,718616006.9447
PERU,1995,716616239.2527
PERU,1994,718839852.5654
PERU,1993,719009436.8031
PERU,1992,720149713.1862
ROMANIA,1998,416197547.0161
ROMANIA,1997,715530456.9977
ROMANIA,1996,711980822.1616
ROMANIA,1995,714411321.1112
ROMANIA,1994,700051666.9434
ROMANIA,1993,721498216.9742
ROMANIA,1992,724467686.5495
RUSSIA,1998,421954984.6050
RUSSIA,1997,717783716.9737
RUSSIA,1996,714050512.5418
RUSSIA,1995,712281456.2370
RUSSIA,1994,705064230.2916
RUSSIA,1993,710207281.9150
RUSSIA,1992,718454495.6330
SAUDI ARABIA,1998,426293909.8737
SAUDI ARABIA,1997,719399605.4464
SAUDI ARABIA,1996,733714503.1711
SAUDI ARABIA,1995,730038305.8483
SAUDI ARABIA,1994,724891429.7181
SAUDI ARABIA,1993,719386181.0329
SAUDI ARABIA,1992,737638434.2921
UNITED KINGDOM,1998,418775799.8458
UNITED KINGDOM,1997,714785091.8733
UNITED KINGDOM,1996,717310450.7702
UNITED KINGDOM,1995,718010737.8055
UNITED KINGDOM,1994,716656588.7550
UNITED KINGDOM,1993,720804797.0667
UNITED KINGDOM,1992,713627367.7020
UNITED STATES,1998,415276979.5246
UNITED STATES,1997,713795140.8279
UNITED STATES,1996,713491463.5326
UNITED STATES,1995,717886272.0278
UNITED STATES,1994,727355628.2229
UNITED STATES,1993,703460702.0149
UNITED STATES,1992,714992867.4252
VIETNAM,1998,419319061.0977
VIETNAM,1997,727669899.8003
VIETNAM,1996,713907124.4837
VIETNAM,1995,720327573.0841
VIETNAM,1994,733361321.2117
VIETNAM,1993,718702143.4645
VIETNAM,1992,715022436.6390
